high_booking_rate,accommodates,availability_30,availability_365,availability_60,availability_90,bathrooms,bedrooms,beds,cancellation_policy,cleaning_fee,extra_people,guests_included,host_identity_verified,host_is_superhost,host_listings_count,host_response_rate,host_response_time,instant_bookable,is_location_exact,maximum_nights,minimum_nights,Community_areas,price,property_type,review_scores_accuracy,review_scores_checkin,review_scores_cleanliness,review_scores_communication,review_scores_location,review_scores_rating,review_scores_value,room_type,security_deposit,square_feet,weekly_price,amenities_.Air.conditioning.,amenities_.Bed.linens.,amenities_.Carbon.monoxide.detector.,amenities_.Coffee.maker.,amenities_.Cooking.basics.,amenities_.Dishes.and.silverware.,amenities_.Extra.pillows.and.blankets.,amenities_.Fire.extinguisher.,amenities_.First.aid.kit.,amenities_.Free.street.parking.,amenities_.Hair.dryer.,amenities_.Hot.water.,amenities_.Laptop.friendly.workspace.,amenities_.Lock.on.bedroom.door.,amenities_.Long.term.stays.allowed.,amenities_.Private.entrance.,amenities_.Self.check.in.,amenities_.Smoke.detector.,amenities_Dishwasher,amenities_Dryer,amenities_Essentials,amenities_Hangers,amenities_Heating,amenities_Iron,amenities_Kitchen,amenities_Microwave,amenities_Oven,amenities_Refrigerator,amenities_Shampoo,amenities_Stove,amenities_TV,amenities_Washer,is_next_to_Lake,is_high_crime_area,is_major_section
0,2,11,310,16,46,1,1,1,moderate,0,25,2,0,1,5,100,within an hour,TRUE,TRUE,1125,2,SouthSide,150,House,10,10,10,10,10,99,10,Private room,0,1100,550,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,0,1,0,1,1,0,0,0,1,0,1
0,8,17,99,38,68,2.5,3,3,strict_14_with_grace_period,179,75,6,0,1,8,100,within an hour,FALSE,TRUE,999,3,Central,299,Apartment,10,9,10,9,10,93,9,Entire home/apt,0,1100,550,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1
1,7,26,352,50,78,1,2,5,moderate,65,20,4,0,0,4,100,within a few hours,FALSE,TRUE,1125,1,FarNorthSide,250,Apartment,9,10,9,10,10,91,9,Entire home/apt,150,1100,1600,1,1,1,1,1,1,1,0,0,1,1,1,1,0,1,0,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0
1,2,20,22,22,22,1,1,1,flexible,55,0,1,0,0,2,100,within an hour,TRUE,TRUE,90,1,FarNorthSide,45,Condominium,10,10,9,10,10,95,9,Private room,100,1100,550,1,1,1,1,0,0,1,0,1,1,1,1,1,1,0,0,1,1,0,1,1,1,1,1,1,1,0,0,1,0,0,1,1,0,0
1,6,25,85,55,85,1,1,3,moderate,50,15,2,0,1,3,100,within an hour,FALSE,TRUE,1125,2,NorthSide,95,Other,10,10,10,10,10,96,10,Private room,150,1100,550,1,0,1,0,0,0,0,1,1,1,1,1,1,0,0,0,0,1,0,0,1,1,1,1,0,0,0,0,1,0,1,0,1,0,1
0,11,12,346,41,71,2,3,7,strict_14_with_grace_period,115,0,1,0,1,6,100,within an hour,TRUE,TRUE,1125,2,NorthSide,99,House,10,9,10,9,10,100,10,Entire home/apt,0,1100,550,1,1,0,1,1,0,0,0,1,0,1,1,0,0,0,0,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1
0,1,29,179,59,89,1,1,1,strict_14_with_grace_period,110,50,1,1,0,1,100,within a day,FALSE,FALSE,1125,2,FarNorthSide,90,Condominium,10,10,10,10,9,100,10,Private room,150,1100,550,1,1,1,1,1,1,1,1,1,0,0,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0
0,1,3,328,23,53,1,1,1,strict_14_with_grace_period,20,0,1,0,0,3,100,N/A,FALSE,TRUE,120,3,FarNorthSide,70,House,10,10,10,10,9,97,10,Private room,0,1100,375,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,0,0
0,6,24,254,48,75,2,3,4,moderate,79,25,6,0,0,2,100,within an hour,FALSE,TRUE,1125,2,WestSide,157,Apartment,10,10,10,10,9,94,9,Entire home/apt,300,1100,550,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1
1,8,14,74,44,74,1,3,5,strict_14_with_grace_period,30,20,3,1,0,1,100,within an hour,TRUE,FALSE,1125,2,WestSide,99,Apartment,9,10,9,10,9,93,9,Entire home/apt,100,1100,550,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1
0,2,21,92,51,81,1.5,1,1,flexible,50,0,1,1,0,3,100,within a few hours,TRUE,TRUE,1125,1,NorthSide,75,Condominium,10,9,10,10,10,100,10,Private room,100,1100,550,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,1,1,1,1,1,1,0,0,0,1,0,1,1,0,0,1
0,3,0,3,0,0,1.5,2,2,strict_14_with_grace_period,20,10,1,1,1,1,100,N/A,TRUE,TRUE,1125,2,SouthSide,19,House,10,10,10,10,9,97,9,Private room,0,1100,550,1,1,1,0,1,1,1,1,0,1,1,1,0,1,0,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1
0,16,21,171,51,81,5.5,8,12,strict_14_with_grace_period,199,0,1,0,1,4,100,within an hour,TRUE,FALSE,28,2,NorthSide,1999,House,10,10,10,10,10,100,10,Entire home/apt,500,1100,550,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1
1,2,26,361,56,86,1,1,0,moderate,20,5,1,1,1,1,100,within an hour,FALSE,TRUE,1125,2,FarNorthSide,50,Apartment,10,10,10,10,10,97,10,Private room,100,1100,550,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,0,1,1,0,1,1,1,0,0
0,1,14,24,24,24,1,1,1,strict_14_with_grace_period,55,0,1,0,0,1,100,within a few hours,FALSE,TRUE,1125,1,Central,75,Apartment,8,10,10,10,10,100,10,Shared room,100,1100,550,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,1,1,1,1,1,1,0,0,0,1,0,1,1,1,0,1
1,10,0,0,0,0,1,4,4,moderate,95,25,8,1,0,4,100,within an hour,FALSE,TRUE,1125,1,NorthSide,250,Condominium,10,10,10,10,10,95,9,Entire home/apt,0,1100,550,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1
1,6,19,326,43,71,2,3,3,strict_14_with_grace_period,100,150,6,0,1,2,100,within an hour,FALSE,FALSE,1124,2,WestSide,275,Other,10,10,9,10,10,98,10,Entire home/apt,250,1100,2000,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,1,1,1,1,1,1,0,0,0,1,0,1,1,0,0,1
0,16,3,284,19,43,21,24,50,strict_14_with_grace_period,1500,5,16,1,0,49,99,within an hour,TRUE,TRUE,1125,1,Central,10000,Apartment,10,10,10,10,10,97,10,Entire home/apt,2500,1100,550,1,0,1,0,0,0,0,1,1,1,1,1,1,0,0,1,1,1,0,1,1,1,1,1,1,0,0,0,1,0,1,1,1,0,1
1,8,7,90,30,51,3.5,3,3,super_strict_60,170,25,6,0,0,57,97,within an hour,FALSE,TRUE,1125,1,Central,499,Other,10,10,10,10,10,97,9,Entire home/apt,1000,1100,550,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1
0,4,0,305,0,30,2,2,2,flexible,171,0,2,0,0,1037,97,within a few hours,TRUE,TRUE,90,30,WestSide,183,Apartment,10,10,10,10,10,97,10,Entire home/apt,100,1100,550,1,1,1,1,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,1
1,8,7,279,31,61,2,2,5,moderate,121,0,1,0,1,100,100,within an hour,FALSE,TRUE,1125,3,Central,299,Apartment,9,10,9,10,10,95,9,Entire home/apt,0,1100,550,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1
1,2,25,360,55,85,1,1,1,strict_14_with_grace_period,29,10,1,1,1,4,100,within an hour,TRUE,FALSE,1125,1,SouthSide,39,Other,10,10,10,10,9,99,10,Private room,100,1100,550,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1
1,3,0,233,0,0,1,1,2,strict_14_with_grace_period,85,25,2,1,1,1,100,within an hour,FALSE,TRUE,1125,2,SouthSide,115,Apartment,10,10,10,10,10,100,10,Entire home/apt,265,1100,720,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1
0,13,3,84,3,3,2,4,5,flexible,165,37,6,1,1,5,100,within an hour,TRUE,TRUE,1125,1,WestSide,380,House,10,10,10,10,10,97,10,Entire home/apt,100,1100,550,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1
0,8,7,109,37,67,1.5,1,6,strict_14_with_grace_period,90,5,4,0,1,30,100,within an hour,TRUE,TRUE,1125,2,Central,144,Other,10,10,9,10,10,97,10,Entire home/apt,100,1100,550,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1
0,2,26,97,56,86,1,0,1,flexible,55,0,1,0,0,73,100,within an hour,TRUE,TRUE,15,1,Central,10,House,10,10,10,10,10,97,10,Private room,100,1100,550,1,1,1,0,1,1,0,1,1,0,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1
0,2,21,160,40,70,1,1,1,flexible,40,0,1,0,1,1,100,within a day,FALSE,TRUE,30,2,NorthSide,135,Other,10,10,10,10,10,98,10,Entire home/apt,0,1100,550,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,0,1,0,0,1,1,1,1,0,1,0,1,1,0,0,0,1,0,1
1,2,21,93,31,31,1,1,1,strict_14_with_grace_period,24,0,1,1,0,52,92,within an hour,TRUE,TRUE,1125,1,NorthSide,85,Apartment,10,10,9,9,10,96,9,Private room,0,1100,550,1,0,1,1,1,1,0,1,1,0,1,0,1,1,0,0,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1
1,4,21,81,51,81,1,1,1,moderate,15,0,1,1,1,1,100,within an hour,FALSE,TRUE,30,2,NorthSide,99,Apartment,10,10,10,10,10,97,10,Entire home/apt,0,1100,550,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1
0,2,19,140,38,68,1,1,1,strict_14_with_grace_period,24,0,1,1,0,52,92,within an hour,TRUE,TRUE,1125,1,NorthSide,85,Apartment,9,10,10,10,10,91,9,Private room,0,1100,550,1,0,1,1,1,1,0,1,1,0,1,0,1,1,0,0,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1
1,6,15,117,45,75,1,1,3,moderate,65,20,2,0,1,33,100,within an hour,TRUE,TRUE,364,1,NorthSide,99,Apartment,10,10,10,10,10,99,10,Entire home/apt,0,1100,550,1,1,1,1,1,1,0,0,0,0,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1
0,4,0,139,19,49,1,1,1,flexible,200,0,1,1,0,0,100,N/A,TRUE,TRUE,90,60,Central,160,Other,10,10,10,10,10,97,10,Entire home/apt,1000,1100,550,1,1,1,0,1,1,1,1,1,0,1,1,1,0,0,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1
0,2,26,361,56,86,1,1,2,strict_14_with_grace_period,35,25,1,0,0,1,100,within an hour,FALSE,TRUE,365,2,WestSide,70,Apartment,10,10,10,10,10,95,10,Private room,200,1100,550,1,0,0,1,1,1,0,0,0,0,0,1,0,1,1,0,1,1,0,0,1,1,1,1,1,0,1,1,1,1,1,0,0,0,1
0,4,30,365,60,90,1,3,3,flexible,100,0,1,0,0,79,100,within an hour,FALSE,TRUE,365,32,NorthWestSide,120,Apartment,10,10,10,10,10,97,10,Entire home/apt,100,1100,550,1,0,1,0,0,0,0,1,1,0,1,1,1,0,0,1,0,1,0,1,1,1,1,1,1,0,0,0,1,0,1,1,0,0,0
1,4,8,131,30,60,1,1,2,moderate,25,10,2,1,1,1,100,within an hour,FALSE,TRUE,14,1,WestSide,85,House,10,10,10,10,10,96,10,Private room,150,1100,550,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1
1,5,5,329,24,54,1,2,4,moderate,80,40,3,1,0,1,100,within an hour,FALSE,TRUE,90,2,NorthSide,114,Apartment,10,10,10,10,10,98,10,Entire home/apt,0,1100,900,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1
0,4,13,163,43,73,1,1,2,moderate,120,25,2,1,1,4,100,within an hour,TRUE,TRUE,1125,1,WestSide,175,Apartment,10,10,10,10,10,96,9,Entire home/apt,500,1100,550,1,1,1,1,1,1,1,1,0,0,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1
0,2,29,364,59,89,1,1,1,flexible,55,0,1,0,0,3,100,within an hour,TRUE,TRUE,1125,1,Central,1000,Other,8,10,10,10,10,80,10,Private room,100,1100,550,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1
0,5,29,30,30,30,2,3,3,strict_14_with_grace_period,50,30,5,0,0,5,100,within an hour,FALSE,TRUE,1125,1,SouthSide,120,Apartment,10,10,10,10,9,97,10,Entire home/apt,250,1100,550,1,0,1,0,1,1,0,0,0,1,1,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1
0,1,29,179,59,89,1,1,1,flexible,55,0,1,1,0,2,86,within a few hours,TRUE,TRUE,1125,1,NorthWestSide,22,Apartment,10,10,10,10,10,97,10,Private room,100,1100,550,1,0,1,0,0,0,0,1,0,0,0,1,1,1,0,0,0,1,0,0,1,1,1,0,1,0,0,1,1,0,0,0,0,0,0
0,2,15,75,45,75,1,1,1,flexible,29,39,1,0,0,10,67,within a day,FALSE,TRUE,999,30,NorthSide,39,House,10,10,10,10,10,97,10,Private room,100,1100,550,0,1,0,1,1,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,1,1,0,1,1,1,1,1,1,0,0,1,0,1
0,6,13,297,28,58,2.5,2,3,moderate,140,25,4,0,1,2,100,within an hour,TRUE,TRUE,1125,2,FarNorthSide,110,Other,10,10,10,10,10,98,10,Entire home/apt,3000,1100,550,1,1,1,1,1,1,0,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0
0,2,17,77,47,77,1.5,1,1,moderate,20,10,1,0,1,4,90,within a day,TRUE,TRUE,15,2,SouthSide,50,Condominium,10,8,10,10,8,90,10,Private room,0,1100,550,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
0,8,12,250,35,65,3.5,3,4,strict_14_with_grace_period,95,5,6,0,0,878,99,within an hour,TRUE,TRUE,1125,2,WestSide,177,Apartment,10,10,10,10,8,100,10,Entire home/apt,400,1100,550,1,1,0,1,1,1,0,1,0,0,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1
1,16,21,170,50,80,2,3,4,strict_14_with_grace_period,50,20,9,0,0,2,100,within an hour,TRUE,FALSE,60,1,WestSide,200,Apartment,9,10,9,10,7,86,9,Entire home/apt,0,1100,550,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1
0,3,24,359,54,84,1,2,2,flexible,10,20,2,1,0,1,100,within a few hours,FALSE,TRUE,14,1,SouthSide,50,House,10,10,10,10,9,98,10,Private room,0,1100,550,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,1,1,1,1,1,0,0,0,1,0,1,1,0,0,1
0,6,17,167,47,77,1.5,3,3,moderate,40,10,4,0,1,4,90,within a day,TRUE,FALSE,31,1,SouthSide,110,Condominium,10,10,10,10,10,100,10,Entire home/apt,0,1100,550,1,1,1,0,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1
1,2,10,153,33,63,2,1,1,strict_14_with_grace_period,20,10,1,1,0,5,100,within an hour,TRUE,TRUE,1125,1,WestSide,35,Apartment,10,10,9,10,9,95,9,Private room,0,1100,550,1,0,1,1,1,1,0,1,1,0,1,1,1,1,0,0,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1
1,1,30,363,58,88,11,1,4,strict_14_with_grace_period,0,50,1,1,0,7,98,within an hour,TRUE,TRUE,14,1,NorthSide,27,Other,9,9,9,9,10,92,9,Hotel room,0,1100,550,1,0,1,0,0,0,0,1,1,0,1,0,1,0,0,0,0,1,0,1,1,1,1,1,1,0,0,0,0,0,1,1,1,0,1
0,8,21,162,42,72,1.5,3,4,moderate,80,50,6,1,0,2,100,within an hour,FALSE,TRUE,1125,1,NorthSide,94,Apartment,10,10,10,10,10,95,9,Entire home/apt,0,1100,550,1,1,1,0,1,1,1,1,1,0,1,1,1,0,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1
1,2,9,240,37,67,1,0,2,moderate,15,10,2,0,1,1,100,within an hour,TRUE,FALSE,5,2,SouthSide,89,Apartment,10,10,10,10,10,98,10,Entire home/apt,100,1100,262,1,1,1,0,1,1,1,1,1,1,1,1,1,0,0,1,1,1,0,0,1,1,1,1,0,1,0,1,1,0,1,0,1,1,1
0,2,3,33,9,33,1,1,2,flexible,55,0,1,0,0,1,100,within a few hours,FALSE,FALSE,1125,1,FarNorthSide,150,Condominium,10,10,10,10,10,97,10,Entire home/apt,100,1100,550,1,0,1,1,1,1,0,1,0,1,0,1,1,0,0,1,0,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,0,0
0,6,10,66,36,66,1,3,3,flexible,30,0,1,1,0,0,100,within an hour,TRUE,TRUE,1125,1,SouthSide,85,Other,10,10,10,10,10,97,10,Entire home/apt,0,1100,550,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1
0,6,29,175,55,85,2,2,2,moderate,100,0,1,1,0,0,100,within a few hours,FALSE,TRUE,1125,3,WestSide,350,Condominium,10,10,10,10,10,100,9,Entire home/apt,500,1100,550,1,0,1,0,0,0,0,0,0,0,1,0,1,1,0,1,1,1,0,1,1,1,1,1,1,0,0,0,1,0,1,1,0,0,1
0,2,0,0,0,0,1,1,1,moderate,35,0,1,1,1,2,100,N/A,FALSE,TRUE,5,1,NorthSide,92,Condominium,10,10,10,10,10,100,10,Private room,0,1100,550,1,1,1,1,0,1,1,1,1,1,1,1,0,1,0,0,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,0,1
0,2,0,0,0,0,1,1,1,flexible,125,0,1,0,0,1037,97,within a few hours,TRUE,TRUE,90,30,Central,142,Apartment,10,10,10,10,10,97,10,Entire home/apt,100,1100,550,1,1,1,1,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1
1,10,0,264,0,0,2,3,5,moderate,100,25,2,1,1,3,100,within an hour,FALSE,TRUE,1125,1,Central,295,Condominium,9,10,10,10,10,95,10,Entire home/apt,500,1100,550,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1
0,3,27,362,57,87,1,1,2,strict_14_with_grace_period,25,25,1,0,0,7,100,within an hour,FALSE,TRUE,365,1,SouthSide,50,Condominium,9,9,9,10,9,88,9,Private room,200,1100,550,1,1,1,1,1,1,1,0,1,0,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
0,1,30,365,60,90,1,1,1,strict_14_with_grace_period,120,25,2,1,0,12,100,within an hour,FALSE,FALSE,1125,1,SouthSide,25,Apartment,9,10,8,10,9,80,9,Private room,100,1100,550,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1
1,2,0,293,0,18,1,1,1,moderate,20,0,1,0,1,1,100,within an hour,TRUE,TRUE,1125,2,NorthSide,108,Apartment,10,10,9,10,10,95,10,Private room,500,1100,550,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1
0,6,0,335,30,60,1,2,2,flexible,10,10,2,1,1,2,100,within an hour,TRUE,TRUE,1125,1,SouthSide,60,Apartment,10,10,10,10,9,100,10,Private room,100,1100,550,1,1,1,1,1,1,1,0,0,1,1,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1
1,3,18,150,48,78,1,1,1,moderate,78,0,2,0,0,65,100,within an hour,FALSE,TRUE,1125,1,Central,23,Other,10,10,10,10,10,94,9,Hotel room,200,1100,550,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1
0,2,3,3,3,3,1,1,1,strict_14_with_grace_period,20,10,1,0,0,6,93,within an hour,TRUE,FALSE,1125,2,Central,90,Apartment,10,10,10,10,10,100,10,Private room,100,1100,550,1,0,1,1,1,1,0,0,0,1,1,0,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1
0,2,0,0,0,0,1,1,1,strict_14_with_grace_period,55,0,1,0,1,12,85,within a day,FALSE,FALSE,365,4,WestSide,70,House,10,10,10,10,10,100,10,Private room,100,1100,550,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1
0,2,5,340,35,65,1,1,1,strict_14_with_grace_period,30,10,1,1,0,0,100,within an hour,TRUE,TRUE,60,1,FarNorthSide,35,Condominium,10,10,10,10,10,100,10,Private room,0,1100,550,1,1,1,1,1,1,0,1,0,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0
